gender,number_of_dependents,education_level,employment_type,monthly_income,loan_amount_requested,loan_tenure_months,area_type,loan_type,loan_status,data_source,credit_score,total_assets_value,liquid_assets_value,savings_balance,application_id,age,marital_status,occupation,income_type,state,loan_purpose,existing_emi,is_synthetic_age,is_synthetic_gender,is_synthetic_marital_status,is_synthetic_occupation,is_synthetic_employment_type,is_synthetic_income_type,is_synthetic_area_type,is_synthetic_credit_score,is_synthetic_existing_emi,is_synthetic_savings_balance,is_synthetic_total_assets_value,is_synthetic_liquid_assets_value,is_synthetic_state,is_synthetic_loan_purpose,loan_to_income_ratio,debt_to_income_ratio
Female,0.0,Undergraduate,Full-Time,250000.0,9600000.0,144.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,620.0,20100000.0,12200000.0,3600000.0,1262,24.0,Single,Government Services,Salary,Punjab,Home Renovation,30369.01834335904,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.2,0.12147607337343616
Male,5.0,Undergraduate,Self-Employed,325000.0,12700000.0,96.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,886.0,29600000.0,20300000.0,5400000.0,4731,35.0,Single,Business & Management,Self-Employment Income,Karnataka,Home Renovation,38972.026233467535,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.2564102564102564,0.1199139268722078
Male,5.0,Higher Secondary,Self-Employed,825000.0,33300000.0,72.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,364.0,60100000.0,36100000.0,8300000.0,772,31.0,Married,Other,Business Income,Maharashtra,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3636363636363638,0.0
Male,1.0,Undergraduate,Self-Employed,750000.0,18800000.0,96.0,Rural,Business Loan,1,ds2_loan_approval_kaggle,797.0,43900000.0,30400000.0,7500000.0,2035,36.0,Married,Other,Self-Employment Income,Madhya Pradesh,Business Expansion,48334.175280212454,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.088888888888889,0.06444556704028327
Male,3.0,Undergraduate,Self-Employed,625000.0,25300000.0,144.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,767.0,53000000.0,29000000.0,9600000.0,2909,36.0,Single,Business & Management,Business Income,Bihar,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3733333333333335,0.0
Male,2.0,Higher Secondary,Part-Time,400000.0,10600000.0,96.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,588.0,28400000.0,19500000.0,4500000.0,1477,45.0,Married,Business & Management,Salary,Dadra and Nagar Haveli and Daman and Diu,Working Capital,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.2083333333333335,0.0
Female,5.0,Higher Secondary,Full-Time,50000.0,2400000.0,216.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,631.0,3900000.0,3000000.0,900000.0,1942,39.0,Married,Sales & Marketing,Salary,Arunachal Pradesh,Home Purchase,955.6719071460719,True,True,True,True,True,True,True,False,True,False,False,False,True,True,4.0,0.01911343814292144
Female,4.0,Undergraduate,Self-Employed,575000.0,20200000.0,216.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,438.0,48300000.0,32500000.0,5700000.0,3852,41.0,Married,Business & Management,Self-Employment Income,Maharashtra,Home Purchase,71266.20694646152,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.927536231884058,0.12394122947210699
Male,0.0,Undergraduate,Full-Time,8334.0,160000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,769.3976365765319,338038.84829960717,153485.82316203695,19651.84493022195,460,30.0,Married,Student,Salary,Sikkim,Home Purchase,715.2144662436945,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.5998720102391808,0.08581887043960816
Male,1.0,Higher Secondary,Full-Time,2653.0,113000.0,180.0,Rural,Home Loan,0,ds1_loan_prediction,540.6267877636332,15057.790911291782,6941.858921734703,5410.419094871107,472,26.0,Married,Transportation & Logistics,Salary,West Bengal,Home Purchase,295.7426238331382,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.549440884533233,0.11147479224769628
Male,4.0,Higher Secondary,Part-Time,716666.6666666666,25100000.0,72.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,820.0,53700000.0,34300000.0,8300000.0,1567,40.0,Married,Business & Management,Salary,Uttar Pradesh,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.9186046511627906,0.0
Male,4.0,Higher Secondary,Self-Employed,750000.0,31100000.0,96.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,896.0,48000000.0,36500000.0,13100000.0,2912,24.0,Single,Manufacturing,Self-Employment Income,Himachal Pradesh,Home Renovation,56090.36666603388,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.4555555555555557,0.07478715555471184
Female,4.0,Undergraduate,Self-Employed,791666.6666666666,31800000.0,72.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,519.0,47800000.0,40600000.0,12200000.0,1199,21.0,Married,Engineering & Technology,Business Income,Goa,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3473684210526318,0.0
Male,2.0,Undergraduate,Part-Time,2045.0,101000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,690.2354669969877,5993.609195903946,2006.7931724870818,6309.5726285126875,177,37.0,In a relationship,Education,Salary,Karnataka,Home Purchase,179.1144478939097,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.115729421352893,0.0875865270874864
Male,0.0,Undergraduate,Full-Time,391666.6666666667,15200000.0,120.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,786.0,31900000.0,12800000.0,3200000.0,3502,28.0,In a relationship,Government Services,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.234042553191489,0.0
Male,2.0,Undergraduate,Full-Time,666666.6666666666,31900000.0,192.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,806.0,50300000.0,28600000.0,5400000.0,2390,44.0,Married,Engineering & Technology,Salary,Maharashtra,Home Purchase,96700.09244156494,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.9875,0.14505013866234742
Male,3.0,Higher Secondary,Full-Time,133333.33333333334,6200000.0,216.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,636.0,10800000.0,6700000.0,1400000.0,651,33.0,In a relationship,Other,Salary,Odisha,Home Purchase,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.875,0.0
Male,0.0,Undergraduate,Contract,441666.6666666667,19500000.0,144.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,802.0,31500000.0,18400000.0,3200000.0,1786,40.0,Married,Finance & Accounting,Salary,Telangana,Home Purchase,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.6792452830188678,0.0
Female,0.0,Undergraduate,Self-Employed,108333.33333333333,4700000.0,192.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,530.0,8800000.0,4600000.0,800000.0,4059,46.0,Married,Government Services,Business Income,Ladakh,Home Purchase,8913.28519922335,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.6153846153846154,0.08227647876206169
Male,0.0,Higher Secondary,Self-Employed,275000.0,10400000.0,48.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,423.0,26900000.0,14800000.0,3200000.0,1435,38.0,In a relationship,Other,Business Income,Telangana,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.1515151515151514,0.0
Male,2.0,Undergraduate,Full-Time,5000.0,128000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,485.3414415386722,29639.65680955214,12463.308141585509,6255.614577085402,219,38.0,Married,Retail & Customer Service,Salary,Gujarat,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.1333333333333333,0.0
Female,3.0,Undergraduate,Full-Time,466666.6666666667,13400000.0,72.0,Urban,Business Loan,1,ds2_loan_approval_kaggle,865.0,42900000.0,18300000.0,6000000.0,3045,28.0,Single,Engineering & Technology,Salary,Andaman and Nicobar Islands,Working Capital,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.392857142857143,0.0
Male,5.0,Higher Secondary,Self-Employed,66666.66666666667,2500000.0,48.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,780.0,3500000.0,2100000.0,400000.0,1442,29.0,Married,Transportation & Logistics,Freelance Income,Arunachal Pradesh,Home Purchase,7285.817312002422,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.125,0.10928725968003633
Female,3.0,Undergraduate,Self-Employed,800000.0,34200000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,745.0,44200000.0,39700000.0,6700000.0,1561,32.0,In a relationship,Government Services,Business Income,Bihar,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.5625,0.0
Male,0.0,Undergraduate,Full-Time,5941.0,296000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,650.0,72929.83902607174,20733.600534228317,11443.781792498175,382,26.0,Single,Education,Salary,Ladakh,Home Renovation,480.0825592784343,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.151938506424283,0.08080837557287229
Female,5.0,Higher Secondary,Self-Employed,533333.3333333334,20300000.0,192.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,348.0,48200000.0,27300000.0,6900000.0,1480,21.0,In a relationship,Other,Business Income,Goa,Home Renovation,77824.42372370933,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.171875,0.145920794481955
Female,5.0,Higher Secondary,Self-Employed,816666.6666666666,35700000.0,120.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,726.0,71500000.0,43200000.0,12000000.0,1869,44.0,Widowed,Sales & Marketing,Freelance Income,Lakshadweep,Home Renovation,171286.9785059099,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.642857142857143,0.20973915735417542
Male,1.0,Undergraduate,Full-Time,183333.33333333334,4900000.0,96.0,Rural,Business Loan,0,ds2_loan_approval_kaggle,509.0,12100000.0,8300000.0,2900000.0,1316,32.0,Married,Business & Management,Salary,Dadra and Nagar Haveli and Daman and Diu,Working Capital,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.227272727272727,0.0
Female,0.0,Undergraduate,Part-Time,2378.0,46000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,755.2926227530454,5737.284866941585,2251.648007097734,3114.0391666655405,342,21.0,Single,Student,Salary,Odisha,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.6119988786094757,0.0
Male,0.0,Higher Secondary,Self-Employed,191666.66666666666,6000000.0,192.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,756.0,13700000.0,8700000.0,1200000.0,2123,25.0,Single,Other,Self-Employment Income,Himachal Pradesh,Home Purchase,19094.93846237527,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.608695652173913,0.09962576589065358
Male,4.0,Undergraduate,Self-Employed,5677.0,100000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,663.7540164899933,29113.895750131363,8758.025433489778,5673.756780582544,523,34.0,Married,Government Services,Self-Employment Income,Kerala,Home Purchase,722.3217833220301,True,False,True,True,False,True,False,True,True,True,True,True,True,True,1.4679114555809993,0.12723653044249253
Male,0.0,Undergraduate,Full-Time,2132.0,96000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,717.6018931502698,8926.796486796968,2167.0935848660865,4814.540733396095,57,33.0,Married,Government Services,Salary,Chhattisgarh,Home Renovation,132.41625608758133,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.75234521575985,0.06210893812738336
Male,5.0,Higher Secondary,Part-Time,91666.66666666667,4300000.0,120.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,388.0,9500000.0,4900000.0,1600000.0,624,29.0,Single,Other,Salary,Haryana,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.909090909090909,0.0
Male,3.0,Higher Secondary,Self-Employed,66666.66666666667,2900000.0,120.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,644.0,4400000.0,3300000.0,400000.0,1603,46.0,Married,Other,Self-Employment Income,Ladakh,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.625,0.0
Male,0.0,Undergraduate,Part-Time,3033.0,95000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,821.2606197487289,18241.75815571835,5608.7702427171,6145.672914362668,398,45.0,Married,Sales & Marketing,Salary,Mizoram,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.6101769425211563,0.0
Male,5.0,Higher Secondary,Full-Time,483333.3333333333,22800000.0,144.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,600.0,43500000.0,26400000.0,5700000.0,2372,21.0,Single,Other,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,93850.90326316924,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.9310344827586206,0.1941742826134536
Male,3.0,Undergraduate,Full-Time,9504.0,275000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,749.7870165530946,141348.21170958667,28544.063751419428,6951.788673232573,392,33.0,In a relationship,Other,Salary,Jharkhand,Home Renovation,776.3016457282075,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.4112654320987654,0.0816815704680353
Female,0.0,Undergraduate,Self-Employed,75000.0,3100000.0,48.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,355.0,5300000.0,3500000.0,500000.0,3242,33.0,Married,Government Services,Business Income,Goa,Home Renovation,5169.928231343531,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.4444444444444446,0.06893237641791373
Male,0.0,Undergraduate,Self-Employed,16666.666666666668,600000.0,96.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,852.0,1100000.0,600000.0,200000.0,3667,27.0,Single,Sales & Marketing,Self-Employment Income,Assam,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.0,0.0
Female,4.0,Higher Secondary,Self-Employed,766666.6666666666,25500000.0,120.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,900.0,60100000.0,40200000.0,12800000.0,988,44.0,Divorced,Business & Management,Self-Employment Income,Jammu and Kashmir,Home Renovation,45925.35133159252,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.7717391304347827,0.05990263217164243
Male,4.0,Undergraduate,Full-Time,450000.0,15700000.0,216.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,452.0,39400000.0,23100000.0,6600000.0,1015,45.0,Married,Finance & Accounting,Salary,Bihar,Home Purchase,101182.88773642236,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.9074074074074074,0.22485086163649412
Male,2.0,Higher Secondary,Full-Time,750000.0,27300000.0,168.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,353.0,61100000.0,34100000.0,7200000.0,4107,30.0,In a relationship,Manufacturing,Salary,Chhattisgarh,Home Renovation,30717.48935743767,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.033333333333333,0.04095665247658356
Male,1.0,Higher Secondary,Self-Employed,675000.0,26900000.0,72.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,522.0,48000000.0,22900000.0,4200000.0,2211,40.0,Separated,Other,Freelance Income,Chhattisgarh,Home Purchase,20374.370393217137,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3209876543209877,0.03018425243439576
Male,2.0,Undergraduate,Self-Employed,716666.6666666666,24900000.0,240.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,607.0,58400000.0,37200000.0,5400000.0,1730,25.0,Single,Engineering & Technology,Business Income,Delhi,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.895348837209302,0.0
Male,4.0,Higher Secondary,Full-Time,508333.3333333333,20900000.0,48.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,662.0,44600000.0,27400000.0,4100000.0,2882,28.0,Married,Business & Management,Salary,Rajasthan,Home Purchase,22619.91710904627,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.4262295081967213,0.04449819759156643
Male,3.0,Higher Secondary,Full-Time,100000.0,2400000.0,144.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,480.0,7900000.0,4800000.0,1700000.0,1997,26.0,Single,Sales & Marketing,Salary,Madhya Pradesh,Business Expansion,4831.577874010452,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.0,0.04831577874010452
Male,1.0,Undergraduate,Full-Time,566666.6666666666,22900000.0,48.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,501.0,35000000.0,21700000.0,4400000.0,1689,33.0,Single,Engineering & Technology,Salary,Andaman and Nicobar Islands,Home Purchase,35069.137212970614,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.3676470588235294,0.06188671272877168
Male,0.0,Higher Secondary,Self-Employed,458333.3333333333,16300000.0,120.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,724.0,31500000.0,18100000.0,6200000.0,1894,24.0,Single,Manufacturing,Self-Employment Income,Rajasthan,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.963636363636364,0.0
Male,3.0,Undergraduate,Self-Employed,658333.3333333334,26600000.0,144.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,409.0,49700000.0,31200000.0,8700000.0,1645,30.0,In a relationship,Finance & Accounting,Freelance Income,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.367088607594937,0.0
Female,2.0,Undergraduate,Part-Time,241666.66666666666,10500000.0,240.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,708.0,16800000.0,12000000.0,4300000.0,4329,34.0,Single,Healthcare,Salary,Ladakh,Home Renovation,35468.18797666466,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.6206896551724137,0.14676491576550893
Male,3.0,Higher Secondary,Self-Employed,425000.0,10300000.0,144.0,Urban,Business Loan,1,ds2_loan_approval_kaggle,839.0,37000000.0,18200000.0,7500000.0,4685,21.0,In a relationship,Other,Business Income,Andaman and Nicobar Islands,Business Expansion,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.019607843137255,0.0
Male,4.0,Higher Secondary,Self-Employed,533333.3333333334,21300000.0,240.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,332.0,36900000.0,24200000.0,8000000.0,3301,27.0,Married,Construction,Self-Employment Income,Odisha,Home Purchase,79753.45723812208,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.328125,0.14953773232147888
Female,5.0,Undergraduate,Self-Employed,583333.3333333334,26200000.0,144.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,896.0,49000000.0,29300000.0,5700000.0,4868,21.0,Married,Engineering & Technology,Self-Employment Income,Ladakh,Home Renovation,32172.973008984165,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.742857142857143,0.05515366801540142
Male,1.0,Undergraduate,Full-Time,783333.3333333334,26700000.0,120.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,343.0,51900000.0,41800000.0,13200000.0,4348,36.0,In a relationship,Business & Management,Salary,Jharkhand,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.8404255319148937,0.0
Female,5.0,Undergraduate,Self-Employed,733333.3333333334,21300000.0,168.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,852.0,52800000.0,38400000.0,9900000.0,3392,53.0,Married,Other,Business Income,Himachal Pradesh,Business Expansion,127838.34424686742,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.4204545454545454,0.17432501488209193
Female,4.0,Undergraduate,Self-Employed,291666.6666666667,8900000.0,48.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,478.0,23000000.0,15100000.0,3800000.0,1455,38.0,Single,Other,Freelance Income,Meghalaya,Home Renovation,5799.859786398088,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.5428571428571427,0.01988523355336487
Female,1.0,Higher Secondary,Part-Time,266666.6666666667,6600000.0,192.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,534.0,19700000.0,8300000.0,1800000.0,3771,32.0,Single,Business & Management,Salary,Odisha,Working Capital,16742.20985658399,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.0625,0.06278328696218996
Male,4.0,Undergraduate,Full-Time,283333.3333333333,8300000.0,24.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,567.0,20500000.0,12900000.0,2700000.0,2742,48.0,Single,Finance & Accounting,Salary,Ladakh,Business Expansion,30651.680290030672,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.4411764705882355,0.10818240102363767
Female,0.0,Undergraduate,Full-Time,3166.0,132000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,665.8455112116893,40537.5977002856,8611.555286348512,9616.785518827746,324,43.0,Divorced,Retail & Customer Service,Salary,Goa,Home Renovation,501.76200314639937,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.474415666456096,0.15848452405129482
Male,5.0,Undergraduate,Full-Time,433333.3333333333,20700000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,538.0,23400000.0,18200000.0,3600000.0,4171,32.0,Single,Finance & Accounting,Salary,Chandigarh,Home Renovation,3867.3256994514004,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.980769230769231,0.008924597767964771
Female,5.0,Undergraduate,Full-Time,825000.0,35700000.0,120.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,392.0,64400000.0,52200000.0,13000000.0,1794,43.0,Married,Engineering & Technology,Salary,Jammu and Kashmir,Home Purchase,134851.65849711935,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.606060606060606,0.16345655575408405
Female,0.0,Undergraduate,Contract,2484.0,137000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,650.0,39934.96330223723,11172.125136151579,4918.154606137186,97,31.0,Married,Other,Salary,Delhi,Home Renovation,574.683973288062,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.5960815888352125,0.23135425655719083
Female,1.0,Higher Secondary,Full-Time,216666.66666666666,8500000.0,24.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,491.0,11400000.0,7900000.0,2600000.0,1425,21.0,In a relationship,Business & Management,Salary,Arunachal Pradesh,Home Renovation,24552.59440909035,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.269230769230769,0.11331966650349393
Male,2.0,Undergraduate,Self-Employed,466666.6666666667,19100000.0,96.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,350.0,22300000.0,18400000.0,4200000.0,4326,43.0,Divorced,Business & Management,Self-Employment Income,Goa,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.4107142857142856,0.0
Male,5.0,Undergraduate,Full-Time,550000.0,21400000.0,120.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,447.0,50400000.0,26600000.0,6400000.0,2802,34.0,Single,Finance & Accounting,Salary,Manipur,Home Purchase,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.242424242424242,0.0
Male,3.0,Higher Secondary,Full-Time,425000.0,14500000.0,144.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,306.0,24000000.0,14500000.0,2900000.0,1482,40.0,Married,Business & Management,Salary,Rajasthan,Home Purchase,62443.755843251034,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.843137254901961,0.14692648433706126
Male,0.0,Undergraduate,Part-Time,6283.0,209000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,430.39075777713805,16606.659663227827,6634.1514372559695,12519.909145647862,500,41.0,Divorced,Other,Salary,Himachal Pradesh,Home Purchase,1584.5510433526645,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.772030346437477,0.25219656905183263
Male,3.0,Undergraduate,Contract,108333.33333333333,2900000.0,96.0,Rural,Business Loan,1,ds2_loan_approval_kaggle,733.0,11300000.0,5600000.0,1800000.0,3995,22.0,Married,Finance & Accounting,Salary,Puducherry,Working Capital,8090.632265978623,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.230769230769231,0.07468275937826421
Female,1.0,Higher Secondary,Full-Time,341666.6666666667,15800000.0,144.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,431.0,37900000.0,20900000.0,5700000.0,2606,35.0,Married,Business & Management,Salary,Tamil Nadu,Home Purchase,35697.322583397974,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.8536585365853657,0.10447996853677455
Female,3.0,Higher Secondary,Self-Employed,241666.66666666666,8500000.0,144.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,564.0,13400000.0,9300000.0,1800000.0,753,25.0,Single,Business & Management,Self-Employment Income,Madhya Pradesh,Home Renovation,27311.065510250035,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.9310344827586206,0.11301130555965533
Male,1.0,Higher Secondary,Self-Employed,741666.6666666666,22900000.0,48.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,757.0,45400000.0,25600000.0,7800000.0,3760,34.0,Married,Other,Business Income,Meghalaya,Home Renovation,73301.29691469198,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.5730337078651684,0.0988332093231802
Female,3.0,Higher Secondary,Temporary,725000.0,24700000.0,96.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,369.0,40700000.0,35900000.0,4800000.0,4639,21.0,In a relationship,Other,Salary,Delhi,Home Renovation,25721.75195947174,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.839080459770115,0.03547827856478861
Female,1.0,Undergraduate,Self-Employed,791666.6666666666,30500000.0,216.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,500.0,30600000.0,26000000.0,5500000.0,2239,55.0,Divorced,Engineering & Technology,Business Income,Gujarat,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.210526315789474,0.0
Male,2.0,Undergraduate,Self-Employed,666666.6666666666,28400000.0,120.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,607.0,55800000.0,40600000.0,11600000.0,2459,38.0,Married,Healthcare,Business Income,Nagaland,Home Renovation,78995.91947093715,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.55,0.11849387920640574
Female,1.0,Higher Secondary,Full-Time,216666.66666666666,7700000.0,72.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,399.0,20400000.0,12400000.0,3500000.0,3379,40.0,Married,Construction,Salary,Arunachal Pradesh,Home Purchase,10318.353314379565,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.9615384615384617,0.0476231691432903
Male,4.0,Undergraduate,Part-Time,700000.0,28700000.0,168.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,878.0,64200000.0,32500000.0,8600000.0,4568,21.0,Single,Finance & Accounting,Salary,Chhattisgarh,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.4166666666666665,0.0
Male,4.0,Higher Secondary,Contract,358333.3333333333,16500000.0,48.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,539.0,28100000.0,11400000.0,2100000.0,2159,39.0,Married,Business & Management,Salary,Telangana,Home Purchase,36124.42411907431,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.8372093023255816,0.10081234637881203
Male,3.0,Higher Secondary,Temporary,741666.6666666666,35200000.0,120.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,894.0,60200000.0,37500000.0,9800000.0,3656,40.0,Widowed,Construction,Salary,Meghalaya,Home Purchase,139870.6062070134,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.955056179775281,0.1885895814027147
