age,gender,marital_status,number_of_dependents,education_level,employment_type,occupation,income_type,state,area_type,monthly_income,loan_type,loan_amount_requested,loan_tenure_months,loan_purpose,credit_score,existing_emi,savings_balance,total_assets_value,liquid_assets_value,loan_to_income_ratio,debt_to_income_ratio,loan_status
21.0,1,1,2.0,0,1,11,2,35,2,158333.33333333334,0,4600000.0,144.0,3,587.0,0.0,1100000.0,10200000.0,5900000.0,2.4210526315789473,0.0,1
31.0,0,4,4.0,0,1,1,2,18,0,141666.66666666666,1,4500000.0,144.0,1,821.0,7302.943335146663,1500000.0,11500000.0,6400000.0,2.6470588235294117,0.0515501882480941,1
37.0,1,2,5.0,0,1,11,2,16,2,500000.0,1,19700000.0,240.0,2,376.0,67371.13430614962,5500000.0,48000000.0,22600000.0,3.283333333333333,0.1347422686122992,0
29.0,1,1,3.0,0,3,10,3,17,2,208333.33333333337,1,9800000.0,192.0,1,424.0,0.0,1300000.0,15000000.0,7100000.0,3.92,0.0,0
21.0,0,1,3.0,0,3,1,3,14,2,300000.0,0,8600000.0,96.0,0,790.0,20999.524379773768,5200000.0,26300000.0,15000000.0,2.388888888888889,0.0699984145992459,1
33.0,1,4,5.0,0,3,11,0,35,2,225000.0,1,6800000.0,72.0,1,461.0,0.0,1700000.0,16400000.0,9900000.0,2.5185185185185186,0.0,0
32.0,1,2,3.0,0,3,2,3,16,2,583333.3333333334,0,16100000.0,192.0,3,379.0,93834.40907310083,10000000.0,40200000.0,33000000.0,2.3,0.1608589869824586,0
32.0,0,4,0.0,1,4,14,2,13,1,3086.0,1,120000.0,360.0,2,653.874480190792,0.0,10642.462194859929,7424.376742016219,2914.8728319952615,3.240440699935191,0.0,1
41.0,1,2,2.0,0,1,2,2,4,2,433333.3333333333,1,14800000.0,144.0,1,659.0,64333.910322191994,4100000.0,38900000.0,22200000.0,2.8461538461538463,0.1484628699742892,1
50.0,1,4,5.0,0,3,10,0,20,0,358333.3333333333,1,14100000.0,144.0,1,532.0,0.0,4600000.0,34900000.0,16600000.0,3.2790697674418605,0.0,0
43.0,1,2,5.0,1,1,5,2,22,1,816666.6666666666,1,37600000.0,216.0,2,319.0,37530.04963507084,5100000.0,49300000.0,25000000.0,3.836734693877551,0.0459551628184541,0
43.0,1,4,2.0,1,1,4,2,29,2,450000.0,1,14500000.0,96.0,2,349.0,33399.10057831204,6600000.0,43300000.0,27700000.0,2.685185185185185,0.07422022350736,0
45.0,1,0,4.0,0,3,1,0,12,1,116666.66666666669,1,3700000.0,144.0,2,621.0,3500.7080876229393,1800000.0,10900000.0,6900000.0,2.642857142857143,0.0300060693224823,1
33.0,1,2,4.0,0,1,13,2,22,1,225000.0,0,6100000.0,192.0,3,677.0,47598.817895027714,3800000.0,13700000.0,10300000.0,2.259259259259259,0.2115503017556787,1
40.0,1,2,4.0,1,3,7,0,21,1,441666.6666666667,1,14500000.0,48.0,1,352.0,0.0,3500000.0,31500000.0,14000000.0,2.7358490566037736,0.0,0
40.0,1,2,2.0,1,1,4,2,20,2,533333.3333333334,1,25000000.0,144.0,2,667.0,0.0,5400000.0,49900000.0,30900000.0,3.90625,0.0,1
21.0,1,4,1.0,1,3,4,0,15,0,725000.0,1,33900000.0,120.0,1,766.0,22767.26850011423,9000000.0,45500000.0,28500000.0,3.896551724137931,0.0314031289656748,1
32.0,1,4,1.0,0,1,1,2,29,0,291666.6666666667,1,12700000.0,48.0,2,350.0,7771.469343017973,1800000.0,26700000.0,14700000.0,3.628571428571429,0.0266450377474901,1
33.0,0,4,2.0,0,1,2,2,16,0,450000.0,0,11900000.0,72.0,3,303.0,59247.1692973445,6900000.0,46500000.0,22300000.0,2.2037037037037037,0.1316603762163211,0
33.0,1,2,2.0,1,3,9,3,1,2,408333.3333333333,0,12200000.0,216.0,3,353.0,20319.098262484265,3600000.0,25200000.0,18000000.0,2.489795918367347,0.0497610569693492,0
28.0,0,4,5.0,0,1,11,2,7,1,433333.3333333333,1,13700000.0,192.0,1,531.0,52123.93647965981,2900000.0,31900000.0,18600000.0,2.6346153846153846,0.1202860072607534,0
21.0,1,1,0.0,0,1,13,2,5,0,825000.0,1,27000000.0,192.0,2,566.0,140407.37499819358,11500000.0,69200000.0,48400000.0,2.727272727272727,0.1701907575735679,1
43.0,1,5,2.0,1,3,5,0,0,1,583333.3333333334,1,18900000.0,96.0,2,584.0,23113.41139746414,5000000.0,52200000.0,25600000.0,2.7,0.0396229909670813,1
38.0,1,4,2.0,1,3,4,3,34,0,333333.3333333333,0,8600000.0,48.0,0,847.0,45608.004938861945,2400000.0,29600000.0,16700000.0,2.15,0.1368240148165858,1
22.0,1,1,2.0,0,2,15,2,17,0,2309.0,1,125000.0,360.0,1,499.7509568670048,218.20340525998563,5215.568117120664,6479.6622736860545,1574.631021358486,4.5113324671575,0.094501258232995,0
35.0,1,2,2.0,1,3,5,3,4,2,408333.3333333333,1,13100000.0,216.0,2,754.0,43749.597355472346,7200000.0,35200000.0,23700000.0,2.673469387755102,0.1071418710746261,1
35.0,1,2,2.0,0,3,1,0,20,1,166666.66666666666,1,5300000.0,120.0,2,681.0,23072.406195590323,2900000.0,13500000.0,7200000.0,2.65,0.1384344371735419,1
31.0,1,4,4.0,0,3,1,3,8,2,666666.6666666666,1,23200000.0,168.0,2,738.0,15555.327767440303,5400000.0,48300000.0,25300000.0,2.9,0.0233329916511604,1
31.0,0,1,2.0,1,0,4,2,6,0,658333.3333333334,0,17700000.0,48.0,0,402.0,34766.42228254243,8400000.0,66700000.0,34000000.0,2.240506329113924,0.0528097553658872,0
31.0,1,2,3.0,0,2,2,2,27,1,2071.0,1,94000.0,480.0,2,717.3512874792731,134.7624729076441,3896.483646153602,7613.716876519852,3787.582485208892,3.78239175921455,0.0650712085502868,1
21.0,0,2,5.0,1,3,6,3,16,2,16666.666666666668,0,400000.0,216.0,0,822.0,351.95012220431926,300000.0,1400000.0,900000.0,2.0,0.0211170073322591,1
30.0,1,4,4.0,1,3,7,0,4,1,608333.3333333334,1,18300000.0,96.0,1,434.0,112245.55601587838,6700000.0,46400000.0,33500000.0,2.506849315068493,0.1845132427658274,0
33.0,1,4,5.0,0,1,13,2,25,1,116666.66666666669,1,5300000.0,144.0,2,778.0,4530.4064550086205,700000.0,7400000.0,5100000.0,3.7857142857142856,0.0388320553286453,1
33.0,1,2,5.0,0,1,1,2,8,2,250000.0,1,11800000.0,72.0,1,847.0,0.0,2300000.0,19800000.0,9400000.0,3.933333333333333,0.0,1
30.0,1,1,3.0,1,1,5,2,12,2,533333.3333333334,1,24100000.0,144.0,2,571.0,43296.53849255619,7500000.0,51200000.0,20700000.0,3.765625,0.0811810096735428,1
31.0,1,4,5.0,1,3,11,0,17,0,50000.0,0,1400000.0,120.0,3,877.0,0.0,700000.0,4500000.0,2700000.0,2.3333333333333335,0.0,1
27.0,1,2,5.0,0,3,1,3,20,0,225000.0,1,8700000.0,240.0,2,687.0,5059.3318483670555,1300000.0,14100000.0,10300000.0,3.2222222222222223,0.0224859193260758,1
51.0,1,2,3.0,1,1,5,2,2,1,300000.0,0,8600000.0,240.0,0,613.0,11767.272483005629,3300000.0,23300000.0,13600000.0,2.388888888888889,0.0392242416100187,1
31.0,1,4,2.0,0,1,11,2,0,2,108333.33333333331,1,4500000.0,72.0,2,415.0,22652.29380157849,1200000.0,5000000.0,4100000.0,3.4615384615384617,0.2090980966299552,0
35.0,1,4,3.0,1,3,1,3,17,1,358333.3333333333,1,12800000.0,192.0,2,346.0,18527.14730767707,3800000.0,20100000.0,15700000.0,2.9767441860465116,0.0517036669051453,0
25.0,1,2,0.0,0,3,2,0,8,0,325000.0,0,8600000.0,24.0,3,667.0,0.0,2000000.0,26400000.0,15500000.0,2.2051282051282053,0.0,1
35.0,1,4,2.0,0,3,13,3,34,1,366666.6666666667,1,13900000.0,72.0,1,810.0,4309.956299939255,5200000.0,37600000.0,20200000.0,3.159090909090909,0.0117544262725616,1
37.0,1,1,2.0,0,0,10,2,8,2,725000.0,1,22700000.0,48.0,2,365.0,0.0,7200000.0,60400000.0,37400000.0,2.6091954022988504,0.0,0
39.0,1,2,5.0,0,3,13,3,33,1,175000.0,1,6500000.0,120.0,2,796.0,14592.403139746331,2700000.0,15200000.0,10000000.0,3.0952380952380953,0.0833851607985504,1
43.0,1,2,0.0,1,1,4,2,18,1,616666.6666666666,1,24900000.0,240.0,1,648.0,114197.17543162932,6200000.0,44500000.0,29500000.0,3.364864864864865,0.1851846088080475,1
31.0,0,1,2.0,0,1,13,2,19,0,591666.6666666666,1,21500000.0,192.0,2,610.0,85916.43041614132,9300000.0,41400000.0,23500000.0,3.028169014084507,0.1452108683089712,1
35.0,0,2,5.0,0,1,10,2,14,1,750000.0,1,29300000.0,48.0,2,531.0,0.0,5800000.0,61200000.0,41300000.0,3.2555555555555555,0.0,1
44.0,1,2,0.0,1,1,6,2,34,0,150.0,1,135000.0,360.0,1,727.5903101632257,0.0,322.58253646633966,813.3750777434022,388.3452647641306,75.0,0.0,0
37.0,0,4,1.0,1,3,12,0,2,0,16666.666666666668,0,500000.0,120.0,0,856.0,1126.7384714287884,200000.0,1400000.0,700000.0,2.5,0.0676043082857273,1
42.0,1,2,0.0,1,2,9,2,27,1,466666.6666666667,0,11600000.0,144.0,0,466.0,0.0,7500000.0,51700000.0,29300000.0,2.0714285714285716,0.0,0
27.0,1,1,4.0,1,3,7,3,4,2,491666.6666666667,1,17300000.0,240.0,1,657.0,22506.77380056332,4100000.0,24200000.0,17100000.0,2.9322033898305087,0.0457764890858914,1
48.0,0,2,0.0,1,0,5,2,5,2,358333.3333333333,0,9900000.0,48.0,3,696.0,0.0,2100000.0,33600000.0,19100000.0,2.302325581395349,0.0,1
23.0,0,1,1.0,1,1,1,2,7,2,241666.66666666663,1,7600000.0,24.0,1,358.0,40367.847888937205,2100000.0,13700000.0,12200000.0,2.6206896551724137,0.1670393705749125,0
28.0,1,2,5.0,0,3,2,0,31,1,125000.0,1,4000000.0,144.0,1,350.0,32442.302204674623,1200000.0,10400000.0,5600000.0,2.6666666666666665,0.259538417637397,0
33.0,1,1,2.0,1,0,6,2,17,0,8333.0,1,165000.0,360.0,1,711.0076357128468,1586.2301813709091,22130.427090058496,31412.7240800977,6639.330275489059,1.6500660026401055,0.190355235973948,1
35.0,1,4,1.0,0,1,13,2,0,2,675000.0,1,21900000.0,72.0,2,884.0,0.0,6600000.0,54600000.0,34100000.0,2.7037037037037037,0.0,1
31.0,0,2,0.0,1,1,4,2,28,1,200000.0,0,5300000.0,192.0,3,482.0,5876.924438500428,2600000.0,20700000.0,11000000.0,2.2083333333333335,0.0293846221925021,0
23.0,0,2,2.0,1,1,13,2,34,2,1378.0,1,167000.0,360.0,1,683.8329961937203,0.0,4970.189621403563,17935.833188589386,7879.080182028152,10.09917755200774,0.0,0
29.0,1,4,5.0,1,1,1,2,15,2,408333.3333333333,1,13000000.0,120.0,1,865.0,22669.36117833481,6500000.0,38200000.0,21200000.0,2.653061224489796,0.0555168028857178,1
26.0,1,2,5.0,0,3,11,0,6,2,433333.3333333333,0,11800000.0,216.0,3,711.0,21896.816951873196,4500000.0,39400000.0,20000000.0,2.269230769230769,0.0505311160427843,1
40.0,0,2,4.0,1,1,5,2,35,2,583333.3333333334,1,24500000.0,216.0,1,318.0,0.0,3600000.0,25900000.0,19900000.0,3.5,0.0,0
39.0,1,1,0.0,0,1,2,2,15,0,433333.3333333333,1,18400000.0,168.0,1,600.0,40423.477291757954,3600000.0,37100000.0,20100000.0,3.5384615384615383,0.0932849475963645,1
32.0,0,2,5.0,1,1,6,2,15,2,525000.0,1,20500000.0,168.0,2,515.0,0.0,9100000.0,35300000.0,27400000.0,3.253968253968254,0.0,0
37.0,1,2,3.0,0,3,13,3,33,0,541666.6666666666,1,18200000.0,240.0,2,405.0,0.0,6700000.0,41200000.0,28000000.0,2.8,0.0,0
33.0,0,2,0.0,0,1,1,2,26,1,375000.0,1,14500000.0,24.0,1,766.0,28357.185508398965,6600000.0,38300000.0,23800000.0,3.2222222222222223,0.0756191613557305,1
39.0,1,4,1.0,0,1,1,2,11,2,83333.33333333333,1,3400000.0,216.0,1,578.0,1502.3018632567562,1200000.0,7000000.0,4300000.0,3.4,0.018027622359081,1
23.0,0,4,0.0,0,1,13,2,33,1,108333.33333333331,1,3900000.0,192.0,2,690.0,17571.189899501285,800000.0,10800000.0,5500000.0,3.0,0.1621955990723195,1
27.0,1,4,3.0,0,3,13,0,23,2,300000.0,1,9500000.0,192.0,2,748.0,0.0,2600000.0,22400000.0,12300000.0,2.638888888888889,0.0,1
40.0,0,2,1.0,0,2,13,2,4,2,75000.0,1,3500000.0,216.0,1,395.0,0.0,1300000.0,7600000.0,4300000.0,3.888888888888889,0.0,0
21.0,1,2,2.0,1,1,5,2,0,2,816666.6666666666,1,25400000.0,24.0,2,655.0,44171.53650229037,7900000.0,53700000.0,29200000.0,2.5918367346938775,0.0540875957170902,1
38.0,1,2,4.0,1,1,1,2,34,0,91666.66666666669,1,4000000.0,168.0,1,887.0,0.0,1600000.0,9700000.0,5800000.0,3.636363636363636,0.0,1
43.0,1,2,1.0,0,1,11,2,33,2,516666.6666666667,1,19500000.0,240.0,1,448.0,70937.46652750856,8000000.0,40800000.0,30400000.0,3.1451612903225805,0.1372983223113068,0
36.0,0,4,0.0,1,2,11,2,34,1,4547.0,1,115000.0,360.0,2,747.1008875595742,196.30043469544617,8355.250233981023,103108.3827456138,26183.232032846285,2.1076167436404956,0.0431714173510987,1
38.0,0,2,2.0,0,1,1,2,2,0,258333.33333333337,1,10500000.0,120.0,1,751.0,22578.44639572378,1600000.0,22000000.0,10600000.0,3.3870967741935485,0.0874004376608662,1
43.0,1,4,4.0,1,1,4,2,10,2,425000.0,1,18800000.0,120.0,1,694.0,34245.43443373457,4100000.0,29300000.0,17600000.0,3.686274509803922,0.0805774927852578,1
33.0,1,2,0.0,0,0,16,2,4,2,7660.0,1,104000.0,360.0,1,471.4440043941839,1270.4296804074793,12429.156621053777,72614.08834137452,33491.024466242765,1.1314186248912097,0.1658524386954933,0
36.0,0,4,3.0,0,3,11,0,12,2,500000.0,1,18700000.0,216.0,1,783.0,186462.71652958635,8800000.0,40400000.0,29100000.0,3.1166666666666667,0.3729254330591727,1
35.0,1,2,3.0,0,2,1,2,12,0,575000.0,1,27400000.0,48.0,2,406.0,89692.46402304772,5300000.0,45900000.0,29200000.0,3.971014492753623,0.1559868939531264,1
39.0,0,4,0.0,0,1,1,2,33,2,491666.6666666667,1,17600000.0,192.0,2,645.0,0.0,8600000.0,48100000.0,32000000.0,2.983050847457627,0.0,1
44.0,0,2,0.0,0,3,1,1,34,2,800000.0,0,19600000.0,144.0,3,500.0,0.0,10900000.0,70700000.0,48500000.0,2.0416666666666665,0.0,0
40.0,1,2,0.0,0,1,0,2,11,2,2400.0,1,113000.0,180.0,1,797.9867487365241,0.0,6956.157444476781,23674.21871666919,9264.982443610126,3.923611111111111,0.0,0
27.0,0,1,5.0,0,3,2,0,18,2,241666.66666666663,0,6300000.0,72.0,3,719.0,25545.322558976804,1600000.0,19100000.0,9600000.0,2.1724137931034484,0.1057047830026626,1
35.0,0,2,5.0,1,4,1,2,6,2,591666.6666666666,1,27000000.0,240.0,1,592.0,87230.09929025722,7600000.0,42500000.0,27800000.0,3.8028169014084505,0.1474311537300122,1
37.0,1,4,5.0,1,1,4,2,18,2,608333.3333333334,0,17200000.0,24.0,3,345.0,108841.24443455844,4900000.0,42600000.0,28100000.0,2.356164383561644,0.1789171141390001,0
43.0,1,2,1.0,0,1,11,2,5,1,816666.6666666666,0,21300000.0,24.0,3,356.0,0.0,14600000.0,75600000.0,40300000.0,2.173469387755102,0.0,0
36.0,1,4,2.0,1,1,11,2,14,0,783333.3333333334,0,23100000.0,48.0,0,488.0,78796.20382420789,10900000.0,63100000.0,39500000.0,2.4574468085106385,0.1005908984989887,0
30.0,1,4,1.0,0,3,13,0,5,0,725000.0,1,27000000.0,120.0,1,717.0,74314.94381588798,9100000.0,60700000.0,26600000.0,3.103448275862069,0.1025033707805351,1
30.0,1,2,3.0,1,3,5,0,16,1,616666.6666666666,0,15200000.0,120.0,3,548.0,24193.306386694596,4800000.0,53600000.0,24100000.0,2.054054054054054,0.0392323887351804,0
26.0,1,1,3.0,0,3,1,3,34,0,125000.0,1,5100000.0,72.0,2,352.0,4847.837016846056,900000.0,6800000.0,6500000.0,3.4,0.0387826961347684,0
21.0,0,4,2.0,1,1,11,2,11,2,791666.6666666666,1,31500000.0,144.0,2,650.0,0.0,11400000.0,67800000.0,33600000.0,3.3157894736842106,0.0,1
27.0,1,2,2.0,0,2,1,2,30,1,458333.3333333333,1,19600000.0,192.0,2,328.0,45699.22970685363,3700000.0,21800000.0,14600000.0,3.5636363636363635,0.0997074102694988,0
41.0,1,2,2.0,1,1,4,2,8,2,141666.66666666666,1,5700000.0,120.0,1,602.0,18371.877394209117,1800000.0,13900000.0,6300000.0,3.3529411764705883,0.1296838404297114,1
52.0,1,2,1.0,1,4,1,2,2,2,641666.6666666666,0,17100000.0,168.0,0,603.0,70662.84228509339,7100000.0,60600000.0,37400000.0,2.220779220779221,0.110123910054691,1
38.0,0,4,4.0,1,3,1,0,26,0,225000.0,1,10400000.0,192.0,2,671.0,17556.551555910053,4000000.0,19400000.0,9600000.0,3.851851851851851,0.0780291180262669,1
38.0,1,4,2.0,1,3,5,0,31,0,116666.66666666669,1,4600000.0,48.0,2,804.0,0.0,700000.0,10000000.0,5900000.0,3.2857142857142856,0.0,1
38.0,1,2,4.0,0,3,1,0,11,2,550000.0,1,22100000.0,72.0,1,887.0,82518.44324566606,4700000.0,31600000.0,24500000.0,3.3484848484848486,0.1500335331739382,1
27.0,1,2,3.0,1,3,6,0,14,2,533333.3333333334,0,15800000.0,216.0,0,628.0,0.0,5300000.0,39700000.0,30100000.0,2.46875,0.0,1
34.0,1,4,4.0,1,3,11,0,5,2,125000.0,0,3300000.0,192.0,0,382.0,13686.214501653598,1100000.0,6900000.0,4300000.0,2.2,0.1094897160132287,0
21.0,1,2,2.0,1,3,7,1,23,2,583333.3333333334,1,19000000.0,72.0,2,523.0,45164.02577130005,9500000.0,49900000.0,35300000.0,2.7142857142857144,0.0774240441793715,0
39.0,1,4,3.0,0,3,10,3,6,1,425000.0,1,18000000.0,72.0,1,510.0,55005.662778503705,7600000.0,44800000.0,24800000.0,3.5294117647058822,0.1294250888905969,0
38.0,1,4,3.0,1,3,1,0,5,0,791666.6666666666,1,25700000.0,216.0,2,446.0,126048.5090345192,10100000.0,69900000.0,39400000.0,2.705263157894737,0.1592191693067611,0
21.0,1,4,2.0,1,3,5,0,13,1,158333.33333333334,1,5000000.0,168.0,2,641.0,19288.116733953288,2400000.0,9800000.0,7900000.0,2.6315789473684212,0.1218196846354944,1
42.0,0,2,4.0,1,3,6,0,34,1,325000.0,1,12300000.0,216.0,2,784.0,0.0,2800000.0,30400000.0,15900000.0,3.1538461538461537,0.0,1
25.0,1,2,1.0,0,1,13,2,2,1,91666.66666666669,0,2600000.0,72.0,0,858.0,16868.908885903078,600000.0,7000000.0,3300000.0,2.363636363636364,0.1840244605734881,1
53.0,1,4,1.0,0,3,1,0,2,1,541666.6666666666,1,18300000.0,120.0,2,722.0,0.0,4500000.0,44200000.0,23700000.0,2.8153846153846156,0.0,1
44.0,1,4,2.0,1,3,5,0,27,0,633333.3333333334,0,18100000.0,168.0,3,320.0,78312.88252393364,8500000.0,53900000.0,36600000.0,2.3815789473684212,0.123651919774632,0
34.0,1,2,0.0,0,3,1,3,25,0,325000.0,0,9600000.0,120.0,3,783.0,0.0,3900000.0,26800000.0,14800000.0,2.4615384615384617,0.0,1
52.0,0,0,4.0,0,1,2,2,5,2,558333.3333333334,1,18800000.0,24.0,1,749.0,43746.33969625143,8600000.0,52000000.0,28500000.0,2.805970149253731,0.0783516531873159,1
30.0,1,2,0.0,1,1,3,2,5,1,4600.0,1,73000.0,180.0,2,725.6984758139868,1128.0790466248436,6677.64077675693,16031.424820786931,6304.118910021892,1.322463768115942,0.2452345753532268,1
43.0,1,2,4.0,0,3,11,3,19,0,783333.3333333334,1,25700000.0,168.0,2,845.0,0.0,12200000.0,70100000.0,38700000.0,2.734042553191489,0.0,1
43.0,1,2,2.0,1,1,4,2,13,2,325000.0,1,13600000.0,120.0,1,373.0,7087.730850787632,3600000.0,24600000.0,12000000.0,3.4871794871794872,0.0218084026178081,0
34.0,1,2,2.0,1,2,13,2,11,1,8000.0,1,200000.0,360.0,1,738.6439275162685,0.0,10909.9807211269,78017.872299473,17730.539171507775,2.0833333333333335,0.0,1
34.0,1,2,5.0,0,3,1,0,24,2,483333.3333333333,0,14000000.0,168.0,0,418.0,0.0,6800000.0,36200000.0,21900000.0,2.413793103448276,0.0,0
39.0,1,1,3.0,0,3,13,0,28,2,766666.6666666666,1,28900000.0,96.0,2,538.0,36097.372425195754,4900000.0,59500000.0,37300000.0,3.141304347826087,0.0470835292502553,0
33.0,0,4,5.0,0,3,1,0,3,1,633333.3333333334,0,18700000.0,168.0,0,509.0,77909.75765553927,3700000.0,42900000.0,25900000.0,2.460526315789474,0.1230154068245356,0
47.0,1,2,1.0,0,1,12,2,24,1,5285.0,1,161000.0,360.0,2,496.0784260170199,1010.4552635393746,6729.086470513217,88000.94633522365,26874.557845972635,2.5386313465783665,0.1911930489194654,1
26.0,0,4,3.0,1,1,4,2,6,2,466666.6666666667,1,20600000.0,72.0,2,487.0,23955.90084911345,4100000.0,40400000.0,24300000.0,3.678571428571429,0.0513340732481002,0
39.0,0,4,1.0,1,1,1,2,5,1,208333.33333333337,1,7600000.0,240.0,2,888.0,19432.12593126159,1900000.0,19900000.0,8300000.0,3.04,0.0932742044700556,1
35.0,1,2,1.0,1,3,4,0,19,2,408333.3333333333,1,19100000.0,168.0,2,677.0,0.0,6500000.0,38700000.0,24200000.0,3.8979591836734695,0.0,1
34.0,0,4,5.0,1,1,4,2,9,0,441666.6666666667,1,20500000.0,192.0,2,802.0,2888.765367362683,4100000.0,43500000.0,25200000.0,3.8679245283018866,0.0065406008317645,1
40.0,1,4,3.0,0,1,10,2,26,2,41666.666666666664,0,1200000.0,72.0,0,757.0,3900.245025930932,600000.0,3200000.0,1800000.0,2.4,0.0936058806223423,1
48.0,1,0,3.0,1,3,11,0,3,2,525000.0,1,23300000.0,48.0,1,347.0,0.0,8100000.0,59700000.0,29200000.0,3.6984126984126986,0.0,1
43.0,1,0,0.0,0,1,11,2,16,1,150000.0,0,4200000.0,72.0,0,836.0,7528.909218976299,2000000.0,12000000.0,8800000.0,2.3333333333333335,0.0501927281265086,1
36.0,1,2,2.0,0,1,2,2,9,0,2281.0,1,113000.0,360.0,2,651.7105935083446,291.82979857934714,2668.2519389268346,12976.888812554802,4559.7889087332915,4.128306298407131,0.1279394119155401,0
29.0,1,1,5.0,0,1,13,2,32,2,400000.0,1,15500000.0,120.0,2,812.0,4037.063990796338,3500000.0,32300000.0,21300000.0,3.2291666666666665,0.0100926599769908,1
36.0,0,4,2.0,0,2,2,2,28,0,408333.3333333333,1,13500000.0,96.0,1,328.0,30613.522534893957,3400000.0,40300000.0,21700000.0,2.7551020408163267,0.0749718919221892,0
24.0,0,4,0.0,1,1,7,2,13,2,258333.33333333337,1,11100000.0,96.0,2,504.0,0.0,1800000.0,21300000.0,13200000.0,3.5806451612903225,0.0,0
34.0,0,4,3.0,0,3,1,0,26,0,175000.0,1,6100000.0,96.0,2,346.0,11790.658458552662,2900000.0,13500000.0,7400000.0,2.9047619047619047,0.0673751911917295,0
21.0,1,2,1.0,1,2,11,2,24,0,391666.6666666667,1,14000000.0,24.0,1,411.0,44026.741659225685,3700000.0,24000000.0,14300000.0,2.978723404255319,0.1124087021086613,0
33.0,0,1,2.0,0,3,10,1,8,1,91666.66666666669,0,2200000.0,48.0,0,874.0,0.0,900000.0,6200000.0,3000000.0,2.0,0.0,1
23.0,1,2,1.0,1,2,11,2,20,2,225000.0,1,10000000.0,24.0,1,584.0,34710.79592639756,3400000.0,20300000.0,11100000.0,3.703703703703704,0.1542702041173224,1
52.0,0,4,1.0,0,3,12,0,4,1,41666.666666666664,1,1900000.0,144.0,1,868.0,0.0,300000.0,2800000.0,2100000.0,3.8,0.0,1
35.0,0,2,3.0,1,3,3,0,35,2,66666.66666666667,0,1500000.0,24.0,0,589.0,0.0,400000.0,4800000.0,2200000.0,1.875,0.0,1
33.0,0,4,4.0,0,2,13,2,0,2,558333.3333333334,0,13400000.0,120.0,0,436.0,0.0,7500000.0,35500000.0,30700000.0,2.0,0.0,0
29.0,0,2,4.0,1,3,4,0,11,1,208333.33333333337,1,8400000.0,144.0,2,761.0,10619.001428751775,1600000.0,17600000.0,10000000.0,3.36,0.0509712068580085,1
29.0,1,4,4.0,1,3,6,1,13,2,441666.6666666667,0,10700000.0,144.0,3,547.0,0.0,5700000.0,28500000.0,17300000.0,2.018867924528302,0.0,0
31.0,1,1,1.0,1,3,12,0,8,1,2395.0,1,157500.0,360.0,2,745.7533612450052,166.68334984404885,6349.258766897124,41890.72036119743,20309.04723306581,5.480167014613778,0.0695963882438617,1
46.0,1,3,5.0,0,1,13,2,26,1,575000.0,1,19200000.0,144.0,2,408.0,0.0,9000000.0,48900000.0,33900000.0,2.782608695652174,0.0,0
29.0,1,1,3.0,0,3,1,3,26,0,50000.0,1,1800000.0,48.0,1,843.0,0.0,400000.0,3800000.0,2100000.0,3.0,0.0,1
37.0,1,4,0.0,1,1,12,2,15,0,6500.0,1,105000.0,360.0,1,551.9471827281784,0.0,23011.95671861266,20548.005134842715,6431.336767940338,1.3461538461538465,0.0,0
42.0,1,4,2.0,0,3,10,0,12,2,158333.33333333334,1,6700000.0,192.0,1,893.0,12309.270533320036,1600000.0,17100000.0,7900000.0,3.526315789473684,0.0777427612630739,1
33.0,1,2,1.0,1,1,7,2,8,1,133333.33333333334,1,5400000.0,48.0,2,319.0,5098.5307021331155,1600000.0,12200000.0,5800000.0,3.375,0.0382389802659983,1
38.0,1,2,2.0,0,4,1,2,26,0,275000.0,1,11700000.0,168.0,2,439.0,8885.313350326907,1700000.0,20300000.0,10000000.0,3.5454545454545454,0.0323102303648251,0
52.0,1,3,5.0,1,2,1,2,10,1,100000.0,0,2400000.0,168.0,3,495.0,7939.761136529521,1300000.0,9000000.0,5400000.0,2.0,0.0793976113652952,0
44.0,1,3,5.0,0,3,1,0,11,2,141666.66666666666,1,4600000.0,144.0,2,503.0,22140.19762092656,1200000.0,9100000.0,6000000.0,2.7058823529411766,0.1562837479124227,0
40.0,1,2,0.0,1,2,5,2,7,2,583333.3333333334,1,27800000.0,192.0,2,640.0,0.0,8200000.0,39400000.0,24200000.0,3.971428571428571,0.0,1
38.0,1,2,1.0,1,1,14,2,31,0,4583.0,1,128000.0,360.0,2,688.9363657494694,242.9383036189517,5256.473685431504,7862.286028502039,2544.3649921921847,2.3274419957815113,0.05300857595875,0
37.0,1,2,3.0,1,3,5,0,0,1,633333.3333333334,1,30000000.0,120.0,1,344.0,0.0,11100000.0,71400000.0,38700000.0,3.9473684210526314,0.0,0
40.0,1,4,1.0,0,1,10,2,0,2,558333.3333333334,1,25000000.0,240.0,2,598.0,18190.75371543313,7000000.0,38800000.0,20600000.0,3.7313432835820897,0.0325804544157011,1
34.0,0,4,2.0,1,2,7,2,17,1,241666.66666666663,1,10500000.0,240.0,2,708.0,35468.18797666466,4300000.0,16800000.0,12000000.0,3.6206896551724137,0.1467649157655089,1
40.0,1,2,3.0,1,3,1,3,5,2,550000.0,0,16000000.0,120.0,0,510.0,111707.76969393458,6300000.0,25600000.0,19600000.0,2.4242424242424243,0.2031050358071537,0
